model,year,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,seating_capacity,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,annual_sales_units,customer_rating,warranty_years,range_efficiency,price_per_range_mile,power_to_weight,torque_to_weight,battery_to_weight,vehicle_age,drive_type_FWD,drive_type_RWD,body_type_Hatchback,body_type_SUV,body_type_Sedan,body_type_Truck,body_type_Van,country_of_origin_Germany,country_of_origin_Japan,country_of_origin_South Korea,country_of_origin_Sweden,country_of_origin_US,market_segment_Luxury,market_segment_Mid-range,market_segment_Premium,brand_BMW,brand_BYD,brand_Fisker,brand_Ford,brand_GM/Chevrolet,brand_Honda,brand_Hyundai,brand_Kia,brand_Lucid,brand_Mercedes,brand_NIO,brand_Polestar,brand_Porsche,brand_Rivian,brand_Tesla,brand_Toyota,brand_Volkswagen,brand_Volvo,brand_Xiaomi,variant_Long Range,variant_Performance,variant_Premium,variant_Standard
Macan Electric,2022,101897.93,76.1,254.0,291.0,5.76,163.0,335.0,326.0,7,72.1,2679.0,5,0,26972,3.68,7,3.337713534822602,401.1729527559055,0.12504665920119448,0.12168719671519224,0.028406121687196712,4,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
E-Transit,2025,45539.59,55.1,198.0,143.8,5.26,173.0,379.0,335.0,5,16.4,1785.0,5,0,26865,3.0,3,3.5934664246823957,229.99792929292929,0.2123249299719888,0.1876750700280112,0.030868347338935575,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Model S,2024,66707.72,45.8,150.0,301.1,5.19,166.0,486.0,420.0,5,69.7,1686.0,5,2,187104,3.23,5,3.275109170305677,444.71813333333336,0.28825622775800713,0.2491103202846975,0.02716488730723606,2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Model S,2020,102900.51,74.1,231.0,323.4,2.61,200.0,708.0,567.0,5,79.8,2284.0,3,2,184383,3.8,5,3.1174089068825914,445.45675324675324,0.30998248686514884,0.24824868651488616,0.0324430823117338,6,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Explorer EV,2024,69723.4,91.5,331.0,118.7,5.32,180.0,792.0,705.0,7,72.9,2451.0,5,0,54063,3.64,4,3.6174863387978142,210.64471299093654,0.32313341493268055,0.2876376988984088,0.03733170134638923,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bolt EUV,2025,102049.38,116.6,395.0,163.2,4.21,192.0,1000.0,893.0,5,72.1,1834.0,4,1,7957,4.16,5,3.3876500857632936,258.3528607594937,0.5452562704471101,0.48691384950926936,0.06357688113413304,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Equinox EV,2024,78668.52,102.9,368.0,72.1,4.44,179.0,1000.0,916.0,5,65.5,2096.0,5,0,14020,3.97,4,3.576287657920311,213.77315217391305,0.4770992366412214,0.43702290076335876,0.04909351145038168,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mustang Mach-E,2024,79438.2,82.5,299.0,128.6,6.77,149.0,967.0,916.0,5,80.0,1521.0,5,0,21827,3.81,3,3.624242424242424,265.67959866220735,0.6357659434582511,0.6022353714661407,0.054240631163708086,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Model 3,2024,139025.28,93.4,320.0,293.9,3.06,200.0,995.0,917.0,5,17.8,1500.0,4,2,220216,4.07,5,3.426124197002141,434.454,0.6633333333333333,0.6113333333333333,0.06226666666666667,2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
ID.3,2025,38889.44,65.0,231.0,142.7,6.1,160.0,313.0,257.0,5,20.9,1571.0,5,1,293320,3.41,3,3.5538461538461537,168.35255411255412,0.19923615531508593,0.16359007001909612,0.041374920432845325,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Model 3,2025,169366.43,117.4,416.0,241.6,3.06,200.0,1000.0,931.0,7,44.7,1923.0,5,2,248754,4.09,5,3.543441226575809,407.13084134615383,0.5200208008320333,0.484139365574623,0.06105044201768071,1,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
GLE EV,2023,144581.79,42.8,150.0,146.8,6.34,156.0,852.0,767.0,7,57.7,1857.0,4,1,76491,3.42,7,3.504672897196262,963.8786,0.4588045234248788,0.4130317716747442,0.0230479267635972,3,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
iX,2023,86081.93,72.3,247.0,125.7,5.89,166.0,612.0,541.0,7,60.3,2745.0,4,2,51887,3.42,6,3.4163208852005535,348.5098380566801,0.22295081967213115,0.1970856102003643,0.02633879781420765,3,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Max,2026,101561.3,101.6,329.0,185.5,2.59,200.0,1000.0,906.0,5,62.3,2633.0,3,0,216998,3.69,3,3.2381889763779528,308.6969604863222,0.379794910748196,0.34409418913786555,0.03858716293201671,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cybertruck,2024,158925.9,82.5,291.0,310.8,4.06,186.0,1000.0,962.0,5,67.0,2567.0,5,3,138950,3.85,6,3.5272727272727273,546.1371134020618,0.38955979742890534,0.37475652512660695,0.03213868328788469,2,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Yuan Plus,2023,21523.03,42.4,150.0,72.7,6.84,157.0,207.0,200.0,7,16.9,1621.0,4,0,183596,3.23,3,3.5377358490566038,143.48686666666666,0.12769895126465144,0.12338062924120913,0.026156693399136333,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Leaf 50X,2024,100360.19,50.0,193.0,132.4,6.15,155.0,1000.0,888.0,5,61.5,1876.0,5,0,137465,3.1,4,3.86,520.0009844559586,0.5330490405117271,0.47334754797441364,0.026652452025586353,2,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bolt EUV,2026,63696.78,78.0,262.0,101.2,7.32,136.0,835.0,746.0,5,62.1,2581.0,5,0,8032,3.56,3,3.358974358974359,243.11748091603053,0.3235180162727625,0.28903525765207283,0.030220844633862844,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
i3,2024,84405.92,52.5,173.0,105.6,5.09,169.0,612.0,505.0,5,57.9,2679.0,3,1,42777,3.19,6,3.295238095238095,487.89549132947974,0.2284434490481523,0.18850317282568121,0.01959686450167973,2,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Q6 e-tron,2024,73910.79,41.9,150.0,94.4,7.68,142.0,431.0,377.0,5,53.0,2121.0,4,1,36319,3.0,5,3.579952267303103,492.73859999999996,0.20320603488920322,0.17774634606317774,0.019754832626119753,2,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ioniq 5,2025,57904.84,80.5,286.0,194.1,2.76,200.0,704.0,589.0,7,30.1,1792.0,4,2,68118,3.73,4,3.5527950310559007,202.46447552447552,0.39285714285714285,0.3286830357142857,0.044921875,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cybertruck,2024,38394.15,47.7,189.0,334.7,5.25,169.0,227.0,200.0,7,68.1,2403.0,3,3,246203,3.51,4,3.962264150943396,203.1436507936508,0.09446525176862255,0.08322929671244278,0.019850187265917606,2,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bolt EUV,2026,71136.28,49.6,171.0,135.8,7.19,142.0,938.0,820.0,5,39.3,1500.0,5,0,27175,3.31,4,3.44758064516129,416.0016374269006,0.6253333333333333,0.5466666666666666,0.03306666666666667,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Blazer EV,2024,76560.48,82.9,300.0,143.0,4.19,184.0,1000.0,882.0,5,75.0,1598.0,4,0,12139,3.5,4,3.6188178528347406,255.20159999999998,0.6257822277847309,0.5519399249061326,0.0518773466833542,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Niro EV,2023,92594.29,74.2,257.0,76.8,6.08,158.0,1000.0,874.0,5,23.4,1506.0,5,0,83731,3.6,4,3.463611859838275,360.2890661478599,0.6640106241699867,0.5803452855245684,0.049269588313413014,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Mustang Mach-E,2023,76072.0,105.6,363.0,104.6,4.21,189.0,891.0,791.0,5,21.8,1734.0,5,0,48060,4.04,4,3.4375,209.56473829201101,0.513840830449827,0.45617070357554784,0.06089965397923875,3,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Ioniq,2024,44654.99,65.4,223.0,143.4,7.07,146.0,440.0,435.0,5,43.9,1844.0,4,1,128091,3.0,4,3.409785932721712,200.24659192825112,0.2386117136659436,0.2359002169197397,0.03546637744034707,2,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ioniq 6,2025,45837.99,84.4,306.0,182.4,3.82,192.0,416.0,397.0,5,36.2,1557.0,5,0,96533,3.3,3,3.625592417061611,149.79735294117646,0.26718047527296085,0.25497752087347464,0.054206807964033404,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ID.4,2023,80921.96,108.9,399.0,199.3,3.77,198.0,878.0,828.0,5,29.1,1500.0,3,1,234095,3.86,5,3.6639118457300275,202.81192982456142,0.5853333333333334,0.552,0.0726,3,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Model X,2023,184745.86,106.3,348.0,325.6,3.73,198.0,1000.0,915.0,5,31.5,1782.0,3,3,148529,4.29,5,3.2737535277516465,530.878908045977,0.5611672278338945,0.5134680134680135,0.05965207631874298,3,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Cybertruck,2024,177944.09,93.0,295.0,334.1,3.79,193.0,1000.0,868.0,5,59.7,2270.0,3,3,234160,3.91,6,3.172043010752688,603.2003050847458,0.44052863436123346,0.38237885462555066,0.040969162995594714,2,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Cybertruck,2024,59967.87,70.0,238.0,220.7,5.24,159.0,393.0,348.0,7,63.9,2448.0,4,2,228933,3.44,5,3.4,251.96584033613448,0.16053921568627452,0.14215686274509803,0.028594771241830064,2,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
iX,2024,84125.95,98.9,363.0,225.3,4.25,192.0,658.0,592.0,5,34.2,1588.0,5,1,33561,3.47,7,3.670374115267947,231.75192837465565,0.41435768261964734,0.37279596977329976,0.06227959697732998,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Qin,2022,37515.42,52.5,194.0,133.2,7.93,137.0,360.0,323.0,5,51.2,2894.0,4,0,192045,3.31,5,3.6952380952380954,193.3784536082474,0.1243953006219765,0.11161022805805114,0.018140981340704906,4,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Kona Electric,2022,84513.62,109.9,400.0,83.7,5.88,165.0,1000.0,907.0,7,32.6,1784.0,4,1,95418,3.69,4,3.6396724294813465,211.28404999999998,0.5605381165919282,0.5084080717488789,0.06160313901345292,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
e-tron,2025,80343.06,66.3,231.0,56.2,6.02,161.0,459.0,414.0,7,67.1,1500.0,5,1,43236,3.38,7,3.484162895927602,347.80545454545455,0.306,0.276,0.044199999999999996,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Leaf 50X,2025,75747.87,69.2,279.0,108.2,6.2,154.0,815.0,722.0,5,30.5,1500.0,3,0,114789,3.65,3,4.03179190751445,271.4977419354839,0.5433333333333333,0.48133333333333334,0.04613333333333334,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ID.3,2024,50097.49,98.3,341.0,179.6,2.79,200.0,436.0,358.0,5,75.1,1780.0,3,0,263009,3.76,5,3.468972533062055,146.91346041055718,0.2449438202247191,0.20112359550561798,0.055224719101123594,2,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
